148,46.728115,-117.013220,5,30818,22575800,148
148,46.728115,-117.013220,5,30818,22580000,148
148,46.728115,-117.013220,5,30818,22580200,148
148,46.728123,-117.013210,5,30818,22580400,148
148,46.728123,-117.013210,5,30818,22580600,148
148,46.728127,-117.013210,5,30818,22580800,148
148,46.728130,-117.013210,5,30818,22581000,148
148,46.728134,-117.013210,5,30818,22581200,148
148,46.728134,-117.013210,5,30818,22581400,148
148,46.728134,-117.013210,5,30818,22581600,148
148,46.728134,-117.013210,5,30818,22581800,148
148,46.728134,-117.013210,5,30818,22582000,148
148,46.728134,-117.013210,5,30818,22582200,148
148,46.728134,-117.013210,5,30818,22582400,148
148,46.728134,-117.013210,5,30818,22582600,148
148,46.728130,-117.013210,5,30818,22582800,148
148,46.728130,-117.013210,5,30818,22583000,148
148,46.728130,-117.013210,5,30818,22583200,148
148,46.728130,-117.013210,5,30818,22583400,148
148,46.728130,-117.013210,5,30818,22583600,148
148,46.728127,-117.013210,5,30818,22583800,148
148,46.728127,-117.013210,5,30818,22584000,148
148,46.728123,-117.013210,5,30818,22584200,148
148,46.728119,-117.013220,5,30818,22584400,148
148,46.728119,-117.013220,5,30818,22584600,148
148,46.728119,-117.013220,5,30818,22584800,148
148,46.728119,-117.013230,5,30818,22585000,148
148,46.728119,-117.013230,5,30818,22585200,148
